zrodlo,qid,pytanie,gold_answer,aliases,passaz,passaz_url,dataset_config,dataset_split,source_question_id
triviaqa,triviaqa_sfq_24460,Which US President died in office in July 1850 to be succeeded by his Vice President Millard Fillmore?,ZACHARY TAYLOR,ZACHARY TAYLOR|Zachary Talor|General Taylor|President Taylor|Zach Taylor|General Zachary Taylor|Zachary Taylor judicial appointments|Zachery Taylor|List of judicial appointments made by Zachary Taylor|Zachary Tyler|Taylor Administration|List of federal judges appointed by Zachary Taylor|Presidency of Zachary Taylor,,,rc.nocontext,validation,sfq_24460
triviaqa,triviaqa_qb_2640,"Which US author wrote ‘The Naked and the Dead’, based on his military service in World War II?",Norman Mailer,"Norman Mailer|Norman Kingsley Mailer|Mailer, Norman|Norman Kingsley",,,rc.nocontext,validation,qb_2640
triviaqa,triviaqa_sfq_18671,In which English city is the Anglican cathedral dedicated to St. Philip and the Catholic one to St. Chad?,Birmingham,"Birmingham|County Borough of Birmingham|Birmingham overspill|Metropolitan Borough of Birmingham|City of Birmingham|Birmingham, UK|Birmingham (borough)|Crime and policing in Birmingham|Birmingham, United Kingdom|The weather in Birmingham|Birmingham Corporation|Birmingham Heritage Festival|Birmingham artistic figures|Birmingham, West Midlands|England Birmingham|Birmingham, England",,,rc.nocontext,validation,sfq_18671
triviaqa,triviaqa_qb_8261,"Terry Molloy, David Gooderson and Julian Bleach have all portrayed which villain in the UK television series Dr Who?",Davros,Davros,,,rc.nocontext,validation,qb_8261
triviaqa,triviaqa_tc_1606,"Which future Hollywood star got her break as Wonder Girl, Wonder Woman's sister Drusilla?",Debra Winger,Debra Winger|Mary Debra Winger|Deborah Winger,,,rc.nocontext,validation,tc_1606
triviaqa,triviaqa_dpql_1380,Which infamous character became Pope Alexander VI?,Rodrigo Borgia,Rodrigo Borgia|Rodrigo de Borja y Dams|Alexander VI Borgia|Rodrigo de Lanzol-Borgia|Cardinal de Borgia|Rodrigo Lanzol y Borgia|Rodrigo de Lanzòl-Borgia|Rodrigo de Borja y Doms|Rodrigo Lanzol y de Borja|Rodrigo Lanzol y Gorja|Roderick Borgia|Rodrigo de Borja y Borja|Rodrigo Lanzol-Borja y Borja|Rodrigo de Borja,,,rc.nocontext,validation,dpql_1380
triviaqa,triviaqa_qb_3145,Erotology is the study of what?,Sex,Sex|The word sex|Anatomical sex|Sex terms|Biological sex|Sex.|Sex in plants|Genetic sex|Sex (biological division),,,rc.nocontext,validation,qb_3145
triviaqa,triviaqa_bb_3899,What homonymic word refers both to a pit and a hunted animal?,Quarry,Quarry|Marble quarry|Quarry process|Rock quarry|Quarry and Quarrying|Super quarry|Stone quarry,,,rc.nocontext,validation,bb_3899
triviaqa,triviaqa_qb_3168,The 1965 film ‘The Heroes of Telemark’ is set in which European country?,Norway,Norway|Mainland Norway|Etymology of Norway|Republic of Norway|Name of Norway|Kingdom of Norway|Sport in Norway|Royal Kingdom of Norway,,,rc.nocontext,validation,qb_3168
triviaqa,triviaqa_qw_8487,"What separates Wales from Devon, England?",Bristol Channel,Bristol Channel|Welsh Channel,,,rc.nocontext,validation,qw_8487
triviaqa,triviaqa_sfq_19304,"What name is given to the curve seen at the surface of a liquid, particularly in a narrow tube?",Meniscus,Meniscus,,,rc.nocontext,validation,sfq_19304
triviaqa,triviaqa_qw_14861,"In the culinary world, what word is used for the edible offal of a fowl, typically including the heart, gizzard and liver?",Giblets,Giblets,,,rc.nocontext,validation,qw_14861
triviaqa,triviaqa_bb_6777,The ancient pre-scientific system of classifying all universal matter as Water/Air/Fire/Earth/Aether is called the Classical?,Elements,Elements|The Elements (disambiguation)|Elements (disambiguation)|Elements (Mike Oldfield disambiguation)|Elements (album)|The Elements (album)|Elements (Mike Oldfield)|The Elements,,,rc.nocontext,validation,bb_6777
triviaqa,triviaqa_bb_3228,What Caribbean nation is considered the first black-led republic in the world?,Haiti,Haiti|Name of Haiti|Republic of haiti|Subdivisions of Haiti|Administrative divisions of Haiti|Arrondissements and communes of haiti|Departements of Haiti|People of Haiti,,,rc.nocontext,validation,bb_3228
triviaqa,triviaqa_bb_5926,The Hindi/Sanskrit 'kotwal' refers to what profession in India?,Police officer,Police officer|Police agent|Police-men|Police-man|Police men|Police-officers|Police man|Officer of the law|Police-women|Special officer|Police agents|Police-woman|Motor Officer|Police-officer|Becoming a Police Officer|Police women|👮|Police woman|Bobby (police)|Police officers,,,rc.nocontext,validation,bb_5926
triviaqa,triviaqa_tc_1456,Who won baseball's first World Series of the 80s?,Philadelphia Phillies,Philadelphia Phillies|Philadelphia Blue Jays|Philadelphia Phyllis|Philadelphia Phil|Philadelphia Phillies (sports)|Philadelphia Phillie|Philadelphia Phillies roster|List of Philadelphia Phillies captains|Phillies|Philadelphia Phillis|The Phillies|Phillies Roster|The Philadelphia Phillies|Phillies Nation|Philadelphia Phillies/Quakers,,,rc.nocontext,validation,tc_1456
triviaqa,triviaqa_sfq_13490,"Who is the vice President of the,USA?",JOE BIDEN,"JOE BIDEN|Jean Biden|Joseph R. Biden, Jr|Jean Finnegan Biden|Joe R. Biden, Jr.|Joe Biden, Jr.|Joseph Biden, Jr.|Joseph Robinette %22Joe%22 Biden, Jr.|Joseph Robinette Jr. Biden|Amtrak Joe|Joseph Robinette Biden, Jr.|Vice President Biden|Jo Biden|Joseph R. Biden|Joel Biden|Senator Joe Biden|Joseph R. Biden, Jr.|Joseph Biden|Joe R. Biden|Biden, Joe|Vice President Joe Biden|Joseph Robinette Biden|Joseph Robinette Biden Jr.|Joe Bidden|Joseph R. Biden Jr.|Joesph Biden|Biden|Ashley Biden|Biden, Joseph R., Jr.",,,rc.nocontext,validation,sfq_13490
triviaqa,triviaqa_bb_5050,The 'impossible' Penrose Stairs and Devil's Pitchfork are famous?,Optical Illusions,Optical Illusions|Optical illusion|Visual illusions,,,rc.nocontext,validation,bb_5050
triviaqa,triviaqa_sfq_8949,"What is the surname of the father and son who rode Grand National winners, L'Escargot in 1975 and Bobbyjo in 1999?",Carberry,Carberry|Carberry (disambiguation),,,rc.nocontext,validation,sfq_8949
triviaqa,triviaqa_sfq_20082,Which car company produces a model called Eos?,Volkswagen,Volkswagen|VW|Volkswagen France|Volkswagen Roccan|V W|Volkswagen R,,,rc.nocontext,validation,sfq_20082
triviaqa,triviaqa_dpql_1514,Where has Baroness Royall of Blaisdon led the opposition since May 2010?,House of LORDS,"House of LORDS|House of Peers of the United Kingdom|United Kingdom House of Peers|The Right Honourable The Lords Spiritual and Temporal of the United Kingdom of Great Britain and Northern Ireland in Parliament Assembled|Lords Spiritual and Temporal|House of Lords of the United Kingdom|House of Lords, Parliament of the United Kingdom of Great Britain and Ireland|House of Lords of the United Kingdom of Great Britain and Northern Ireland|House of Lords (UK)|The House of Lords|United Kingdom House of Lords|English House of Lords|House of Lords, Parliament of the United Kingdom of Great Britain and Northern Ireland|House of Peers of the United Kingdom of Great Britain and Northern Ireland|House of Lords (United Kingdom)|British House of Lords",,,rc.nocontext,validation,dpql_1514
triviaqa,triviaqa_jp_3200,Au is the chemical symbol of what element?,Gold,Gold|Gold compound|Gold consumption|Gold (metal)|Gold metal|Gold compounds|🜚|Gold toxicity|Flour gold|Native gold|Lode gold|Monatomic gold|Gold jewelry|Gold making|Gold Lot|Use of gold|Gold poisoning|Gold (mineral)|Gold (element),,,rc.nocontext,validation,jp_3200
triviaqa,triviaqa_bb_409,The Earth's Equator is approximately how many millions of metres in length?,40,40|forty,,,rc.nocontext,validation,bb_409
triviaqa,triviaqa_sfq_8028,Who was the only fictional character to feature in Time Magazine's 100 most important people of the 20th Century?,BART SIMPSON,BART SIMPSON|Bart Simpsons|Bart Simpson (I)|Bart (devil)|Bartholomew J Simpson|B.J. Simpson|Bartholomew J. Simpson|Bartholomew Jo Jo Simpson|Bart (Simpsons)|Brat Simpson|Bartholemew Jojo Simpson|Bart Jo-Jo Simpson|Bartholomew Jo-Jo Simpson|Bart (The Simpsons)|Bartholomew Jay Simpson|Bartholomew Simpson|The Simpsons/Bart|Bartholemew Simpson|Bart JoJo Simpson|Bart Jo Jo Simpson|Mort Simpson,,,rc.nocontext,validation,sfq_8028
triviaqa,triviaqa_qw_10842,"In 2005, Dan Wheldon became the first British competitor to win what event in over 30 years?",Indianapolis 500,Indianapolis 500|Indianapolis 500-Mile Race|The Indianapolis 500-Mile Race|The Indianapolis 500|Indianapolis 500 Mile Race|Indianapolis 505,,,rc.nocontext,validation,qw_10842
triviaqa,triviaqa_dpql_560,Which cartoon title character has a friend called Captain Haddock?,Tin Tin,Tin Tin|Tin-tin,,,rc.nocontext,validation,dpql_560
triviaqa,triviaqa_dpql_4753,George W Bush was given which diminutive herbaceous nickname?,Shrub,Shrub|Bush (shrub),,,rc.nocontext,validation,dpql_4753
triviaqa,triviaqa_sfq_7835,Clement (Clym) Yeobright is a leading character in which novel?,The Return of the Native,The Return of the Native|Return of the native|Return of the Native (novel),,,rc.nocontext,validation,sfq_7835
triviaqa,triviaqa_odql_9564,The flag of the Isle of Man is a triskelion on what colour background?,RED,RED|Red (comics)|Red (song)|Red (comic)|Red (album)|Red (film)|Red (disambiguation),,,rc.nocontext,validation,odql_9564
triviaqa,triviaqa_sfq_21761,The Carnegie family fortune was built around Andrew Carnegie’s success in manufacture in which industry?,Steel,Steel|Steel workers|Steel plate|Steel truss|Steel (alloy)|Steel industry|Steel (metal)|Titanic steel|Steel in Africa|Steel sheeting|Crude steel|Steel worker|Unwrapped steel|Long steel products|Steel Construction|Steel manufacture,,,rc.nocontext,validation,sfq_21761
triviaqa,triviaqa_qz_3920,What story introduced the Cybermen?,The Tenth Planet,The Tenth Planet|Dr Who – Music from the Tenth Planet|Dr Who - Music from the Tenth Planet|The Tenth Planet (Doctor Who),,,rc.nocontext,validation,qz_3920
triviaqa,triviaqa_dpql_3555,Which number Beethoven symphony is known as ‘The Pastoral’?,SIXTH,SIXTH|The Sixth|The Sixth One,,,rc.nocontext,validation,dpql_3555
triviaqa,triviaqa_sfq_17705,Which millionaire introduced a free school milk programme in Chicago to combat rickets?,AL CAPONE,AL CAPONE|Alfonse %22Scarface%22 Capone|CaPone|Alphonse Gabriel %22Al%22 Capone|Mae Capone|Alphonse G Capone|Alphonse Gabriel Capone|Alphonse Capone|Scarface Capone|Albert Francis Capone|Alphonse G. Capone,,,rc.nocontext,validation,sfq_17705
triviaqa,triviaqa_qb_5601,Which English Rugby Union team play their home games at Adams Park?,London Wasps,London Wasps|Wasps RFC|Wasps (rugby)|Wasps R.F.C.,,,rc.nocontext,validation,qb_5601
triviaqa,triviaqa_tb_1889,"Wardenclyffe Tower in Shoreham, New York was designed by which genius who intended to showcase it for demonstrations of wireless power transmission?",Nikola Tesla,"Nikola Tesla|Nichola Tesla|Dr. Nikola Tesla (1856-1943)|Students of Nikola Tesla|Biography of Nikola Tesla|Nicola Tesla|Tesla (physicist)|Milutin Tesla|Nikola Telsa|Tesla, Nikola|Tesla Cannon|Nikolai Tesla|Nikoli Tesla",,,rc.nocontext,validation,tb_1889
triviaqa,triviaqa_wh_2405,Probably best remembered as being chief presenter of ITV's News At Ten between 1976 and 1991which British journalist and broadcaster sadly passed away on July 20th 2012?,ALASTAIR BURNETT,ALASTAIR BURNETT|Alastair Burnet,,,rc.nocontext,validation,wh_2405
triviaqa,triviaqa_qb_3624,What is the square root of 169?,13,13|thirteen,,,rc.nocontext,validation,qb_3624
triviaqa,triviaqa_bt_1890,What is the name of the local pub in Heartbeat,The Aidensfield Arms,The Aidensfield Arms,,,rc.nocontext,validation,bt_1890
triviaqa,triviaqa_qz_5341,Which fictional girls' boarding school was created by the cartoonist Ronald Searle,St. Trinians,St. Trinians|St. Trinians School|Saint Trinians|St Trinians School|St Trinians,,,rc.nocontext,validation,qz_5341
triviaqa,triviaqa_sfq_10352,In which mountains does the Loire river rise?,Cevennes,Cevennes|Cevennes Mountains,,,rc.nocontext,validation,sfq_10352
triviaqa,triviaqa_dpql_1439,Whose 1960 recording “The Twist” spawned a craze for the dance of that name?,Chubby Checker,Chubby Checker,,,rc.nocontext,validation,dpql_1439
triviaqa,triviaqa_sfq_20740,Who won the World Professional Snooker Championship six times in the 1970s?,Ray Reardon,Ray Reardon,,,rc.nocontext,validation,sfq_20740
triviaqa,triviaqa_bt_873,Which U.S. air base in Britain was the scene of a long running women's anti nuclear protest in the 1980s,Greenham Common,Greenham Common|RAF Greenham Common|USAF Greenham Common|Greenham and Crookham Commons,,,rc.nocontext,validation,bt_873
triviaqa,triviaqa_qz_5236,"Produced between 1970 and 1974, what is a Bond Bug?",Car,Car|🚗|🚘|A car|Motor car|Motor-car|Car Automobile,,,rc.nocontext,validation,qz_5236
triviaqa,triviaqa_sfq_6582,Where in Scotland is Dunvegan Castle?,Isle of Skye,Isle of Skye|Skye|Isle-of-Skye|The Winged Isle,,,rc.nocontext,validation,sfq_6582
triviaqa,triviaqa_wh_4372,"Who was manager of Sheffield Wednesday when they won the League Cup in 1991, beating Manchester United in the final ?",RON ATKINSON,RON ATKINSON,,,rc.nocontext,validation,wh_4372
triviaqa,triviaqa_bb_3775,"The old British slang to 'shop' someone, meaning to betray someone, or inform an authority of someone's wrong-doing, derives from 'shop' meaning?",Prison,Prison|Medium security prison|Prison healthcare|Prison population rate|Remand prison|Prison health care|Minimum security prison|Prison system|Prison term|Prison cells,,,rc.nocontext,validation,bb_3775
triviaqa,triviaqa_sfq_19873,"Disaronno is an 'amaretto' liqueur with a characteristic bitter-almond taste, however it doesn't contain any nuts at all; from the kernel of which fruit does the flavour come?",Apricot,Apricot|Culture of apricot|Apricot Tree,,,rc.nocontext,validation,sfq_19873
triviaqa,triviaqa_qw_6195,"Geoff Capes, twice the world's strongest man, won 2 Olympic Games gold medals in which sport?",Shot put,Shot put|Shot putter|Shot Putt|Shot-put|Shot putting,,,rc.nocontext,validation,qw_6195
triviaqa,triviaqa_sfq_5941,The remains of which ancient city were discovered by Heinrich Schliemann in the 1870s?,Troy,Troy|Troy Ilium|City of Troy|Troy (mythology)|Archaeological Site of Troy|Troy (Extinct city)|People of Troy|Classical troy|Homeric troy|Troy (Asia Minor),,,rc.nocontext,validation,sfq_5941
triviaqa,triviaqa_qw_1617,The Wimbledon tennis tournament is held at which tennis club in London?,The All England Club,The All England Club|All england lawn tennis and croquet club|All England Lawn Tennis Club|All-England Club|All England Club,,,rc.nocontext,validation,qw_1617
triviaqa,triviaqa_odql_1677,Two of Peter O'Toole's nominations for Best Actor 'Oscar' were for playing which English king in two different films?,HENRY II,HENRY II|Henry 2|Henry the Second|Henry II (disambiguation)|King Henry II,,,rc.nocontext,validation,odql_1677
triviaqa,triviaqa_qg_4308,What is the official color of the UPS trucks?,Pullman Brown,Pullman Brown|Light brown|Brown|List of terms associated with the color brown|Pale Sandy Brown|Brown (colour)|Dark brown|Brown (color)|Reddish brown,,,rc.nocontext,validation,qg_4308
triviaqa,triviaqa_qz_3752,Which former West Indian fast bowler was known as 'Whispering Death'?,Michael Holding,Michael Holding|Mike Holding,,,rc.nocontext,validation,qz_3752
triviaqa,triviaqa_qw_9073,"What nickname was given to Ana Cumpna, also known as Anna Sage, who betrayed John Dillinger to the police when he attended the Biograph Theater in Chicago?",Lady in Red,Lady in Red|The Lady in Red|The Lady in Red (disambiguation)|The Lady in Red (film),,,rc.nocontext,validation,qw_9073
triviaqa,triviaqa_qb_1757,How many stars are on the national flag of New Zealand?,Four,Four|4,,,rc.nocontext,validation,qb_1757
triviaqa,triviaqa_bb_6268,Christian is the lead character in the film 2015 adaptation of what extraordinarily successful book?,Fifty Shades of Grey,Fifty Shades of Grey|Fifty Shades of Grey: The Classical Album|50 Shades of Grey|Fifty Shades of Gray|50 Shades|Fifty Shades|Christian Grey|50 Shades of Gray,,,rc.nocontext,validation,bb_6268
triviaqa,triviaqa_bb_5241,Which historically contested region did Russia annexe from Ukraine in February 2014?,Crimea,Crimea|Crimea Autonomous Republic|Geography of Crimea|Economy of Crimea|Name of Crimea|Economy of the Autonomous Republic of Crimea|Crimea Peninsula|Climate of Crimea|Crimea region|Tourism in Crimea|Demographics of the Autonomous Republic of Crimea|Geography of the Autonomous Republic of Crimea|Culture of the Autonomous Republic of Crimea,,,rc.nocontext,validation,bb_5241
triviaqa,triviaqa_qb_4576,Who wrote the 1951 novel ‘From here to Eternity’?,James Jones,"James Jones|Jones, James|James Jones (basketball)|James Jones (disambiguation)|James Jones (running back)|James Jones (American football)",,,rc.nocontext,validation,qb_4576
triviaqa,triviaqa_sfq_17796,Name the space craft that exploded 72 seconds after lift off killing all 7 crew members in 1986.,CHALLENGER,CHALLENGER|Challenger Space Shuttle|Shuttle Orbiter Challenger|Space shuttle challenger|The challenger|Shuttle Challenger|Challenger Spacecraft|Challenger (Space Shuttle),,,rc.nocontext,validation,sfq_17796
triviaqa,triviaqa_bb_740,"What was the US spacecraft first to return images of Mars to Earth, in July 1965?",Mariner 4,Mariner 4|Mariner4|Mariner IV,,,rc.nocontext,validation,bb_740
triviaqa,triviaqa_bb_2997,"Toothpaste, turtle, oxblood, oilie/oily, ade, and swirly are types of what?",Marbles,Marbles|Marbles (game)|GOTI (Marbles in Hindi),,,rc.nocontext,validation,bb_2997
triviaqa,triviaqa_bb_5442,"What metabolic disorder takes its name from Greek 'siphon', referring to excessive urine production?",Diabetes,"Diabetes|Sugar diabetes|People with diabetes|Latent diabetes|Diabetes and heredity|Diabetes, insulin dependent|Diabetes Mellitus|Symptoms of diabetes|Diabetes melitus|Bulla due to diabetes mellitus",,,rc.nocontext,validation,bb_5442
triviaqa,triviaqa_bb_7936,"Which Bond villain has been played by Telly Savalas, Donald Pleasance, Charles Gray, and Max Von Sydow?",BLOFELD,BLOFELD|Ernst Stavro Blofeld|Dr. Blofeld|Ernst Blofeld|Dr Blofeld|Blofeld Trilogy,,,rc.nocontext,validation,bb_7936
triviaqa,triviaqa_sfq_15164,"Which word can be a golf term, a Space vehicle or a one time boy's comic?",Eagle,Eagle|Hawk eagle|Eagle Spirit|Eagle (symbolism)|Hawk-eagle,,,rc.nocontext,validation,sfq_15164
